"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","cytoskeletal protein binding","GO:0008092","0.006356562386696589","2.1967776862547352","210","234","15","11339","WBGENE00001132,WBGENE00006826,WBGENE00006819,WBGENE00006803,WBGENE00023489,WBGENE00000257,WBGENE00004732,WBGENE00011501,WBGENE00002228,WBGENE00002219,WBGENE00013340,WBGENE00001488,WBGENE00006794,WBGENE00019771,WBGENE00002226"
"GO:MF","structural constituent of cuticle","GO:0042302","0.037925333951028775","1.4210705863500526","167","234","12","11339","WBGENE00001067,WBGENE00005017,WBGENE00000615,WBGENE00000693,WBGENE00000698,WBGENE00000687,WBGENE00000753,WBGENE00000622,WBGENE00000737,WBGENE00000688,WBGENE00000664,WBGENE00000726"
"GO:MF","nucleoside phosphate binding","GO:1901265","0.04150999860362971","1.381847281230874","1310","234","46","11339","WBGENE00015634,WBGENE00006597,WBGENE00011791,WBGENE00008950,WBGENE00007248,WBGENE00004062,WBGENE00021066,WBGENE00010366,WBGENE00019642,WBGENE00016491,WBGENE00018519,WBGENE00007269,WBGENE00001683,WBGENE00009115,WBGENE00012650,WBGENE00000479,WBGENE00016421,WBGENE00006793,WBGENE00010317,WBGENE00001686,WBGENE00006568,WBGENE00017864,WBGENE00000257,WBGENE00007791,WBGENE00007812,WBGENE00016392,WBGENE00004042,WBGENE00001601,WBGENE00009059,WBGENE00002228,WBGENE00004298,WBGENE00008346,WBGENE00002219,WBGENE00003931,WBGENE00006529,WBGENE00006537,WBGENE00004340,WBGENE00012015,WBGENE00016943,WBGENE00021016,WBGENE00000275,WBGENE00001872,WBGENE00012936,WBGENE00002226,WBGENE00019769,WBGENE00009554"
"GO:MF","nucleotide binding","GO:0000166","0.04150999860362971","1.381847281230874","1310","234","46","11339","WBGENE00015634,WBGENE00006597,WBGENE00011791,WBGENE00008950,WBGENE00007248,WBGENE00004062,WBGENE00021066,WBGENE00010366,WBGENE00019642,WBGENE00016491,WBGENE00018519,WBGENE00007269,WBGENE00001683,WBGENE00009115,WBGENE00012650,WBGENE00000479,WBGENE00016421,WBGENE00006793,WBGENE00010317,WBGENE00001686,WBGENE00006568,WBGENE00017864,WBGENE00000257,WBGENE00007791,WBGENE00007812,WBGENE00016392,WBGENE00004042,WBGENE00001601,WBGENE00009059,WBGENE00002228,WBGENE00004298,WBGENE00008346,WBGENE00002219,WBGENE00003931,WBGENE00006529,WBGENE00006537,WBGENE00004340,WBGENE00012015,WBGENE00016943,WBGENE00021016,WBGENE00000275,WBGENE00001872,WBGENE00012936,WBGENE00002226,WBGENE00019769,WBGENE00009554"
"GO:MF","small molecule binding","GO:0036094","0.0422201102139715","1.3744806373178655","1427","234","49","11339","WBGENE00015634,WBGENE00006597,WBGENE00011791,WBGENE00008950,WBGENE00007248,WBGENE00004062,WBGENE00015467,WBGENE00021066,WBGENE00010366,WBGENE00019642,WBGENE00016491,WBGENE00018519,WBGENE00007269,WBGENE00001683,WBGENE00009115,WBGENE00012650,WBGENE00000479,WBGENE00016421,WBGENE00006793,WBGENE00010317,WBGENE00001686,WBGENE00006568,WBGENE00017864,WBGENE00000257,WBGENE00007791,WBGENE00007812,WBGENE00016392,WBGENE00020146,WBGENE00004042,WBGENE00001601,WBGENE00009059,WBGENE00002228,WBGENE00004298,WBGENE00008346,WBGENE00002219,WBGENE00003931,WBGENE00006529,WBGENE00006537,WBGENE00004340,WBGENE00012015,WBGENE00016943,WBGENE00021016,WBGENE00000275,WBGENE00001872,WBGENE00012936,WBGENE00002226,WBGENE00019769,WBGENE00004981,WBGENE00009554"
"GO:BP","cell cycle process","GO:0022402","4.044929596295507e-9","8.393089033064431","294","192","27","10296","WBGENE00004217,WBGENE00003107,WBGENE00020465,WBGENE00012650,WBGENE00018613,WBGENE00006793,WBGENE00012648,WBGENE00000257,WBGENE00004732,WBGENE00011501,WBGENE00002228,WBGENE00004298,WBGENE00015515,WBGENE00002219,WBGENE00022043,WBGENE00013340,WBGENE00006529,WBGENE00006537,WBGENE00006996,WBGENE00004737,WBGENE00000275,WBGENE00004955,WBGENE00001833,WBGENE00012936,WBGENE00002226,WBGENE00011915,WBGENE00004721"
"GO:BP","cell cycle","GO:0007049","6.705498253079988e-9","8.173568946295061","372","192","30","10296","WBGENE00004217,WBGENE00003784,WBGENE00003107,WBGENE00020465,WBGENE00012650,WBGENE00018613,WBGENE00006793,WBGENE00012648,WBGENE00008921,WBGENE00000257,WBGENE00004732,WBGENE00011501,WBGENE00002228,WBGENE00004298,WBGENE00015515,WBGENE00002219,WBGENE00003086,WBGENE00022043,WBGENE00013340,WBGENE00006529,WBGENE00006537,WBGENE00006996,WBGENE00004737,WBGENE00000275,WBGENE00004955,WBGENE00001833,WBGENE00012936,WBGENE00002226,WBGENE00011915,WBGENE00004721"
"GO:BP","mitotic cell cycle","GO:0000278","3.058400472765342e-8","7.514505647856095","209","192","22","10296","WBGENE00004217,WBGENE00003107,WBGENE00012650,WBGENE00018613,WBGENE00008921,WBGENE00000257,WBGENE00004732,WBGENE00011501,WBGENE00015515,WBGENE00002219,WBGENE00003086,WBGENE00022043,WBGENE00006529,WBGENE00006537,WBGENE00004737,WBGENE00000275,WBGENE00004955,WBGENE00001833,WBGENE00012936,WBGENE00002226,WBGENE00011915,WBGENE00004721"
"GO:BP","mitotic cell cycle process","GO:1903047","8.288721998866447e-7","6.081512426220135","162","192","18","10296","WBGENE00004217,WBGENE00003107,WBGENE00012650,WBGENE00018613,WBGENE00000257,WBGENE00004732,WBGENE00011501,WBGENE00015515,WBGENE00002219,WBGENE00022043,WBGENE00006529,WBGENE00004737,WBGENE00000275,WBGENE00001833,WBGENE00012936,WBGENE00002226,WBGENE00011915,WBGENE00004721"
"GO:BP","DNA replication","GO:0006260","0.000024933011082088897","4.603225269937086","99","192","13","10296","WBGENE00022888,WBGENE00012650,WBGENE00004392,WBGENE00011275,WBGENE00008921,WBGENE00001002,WBGENE00004180,WBGENE00004339,WBGENE00022043,WBGENE00004340,WBGENE00004181,WBGENE00012936,WBGENE00009287"
